@relation JM1
@attribute country code {AD,AE,AF,AG,AI,AL,AM,AN,AO,AQ,AR,AS,AT,AU,AW,AX,AZ,BA,BB,BD,BE,BF,BG,BH,BI,BJ,BL,BM,BN,BO,BQ,BR,BS,BT,BV,BW,BY,BZ,CA,CC,CD,CF,CG,CH,CI,CK,CL,CM,CN,CO,CR,CU,CV,CW,CX,CY,CZ,DE,DJ,DK,DM,DO,DZ,EC,EE,EG,EH,ER,ES,ET,FI,FJ,FK,FM,FO,FR,GA,GB,GD,GE,GF,GG,GH,GI,GL,GM,GN,GP,GQ,GR,GS,GT,GU,GW,GY,HK,HM,HN,HR,HT,HU,ID,IE,IL,IM,IN,IO,IQ,IR,IS,IT,JE,JM,JO,JP,KE,KG,KH,KI,KM,KN,KP,KR,KW,KY,KZ,LA,LB,LC,LI,LK,LR,LS,LT,LU,LV,LY,MA,MC,MD,ME,MF,MG,MH,MK,ML,MM,MN,MO,MP,MQ,MR,MS,MT,MU,MV,MW,MX,MY,MZ,NA,NC,NE,NF,NG,NI,NL,NO,NP,NR,NU,NZ,OM,PA,PE,PF,PG,PH,PK,PL,PM,PN,PR,PS,PT,PW,PY,QA,RE,RO,RS,RU,RW,SA,SB,SC,SD,SE,SG,SH,SI,SJ,SK,SL,SM,SN,SO,SR,SS,ST,SV,SX,SY,SZ,TC,TD,TF,TG,TH,TJ,TK,TL,TM,TN,TO,TR,TT,TV,TW,TZ,UA,UG,UM,US,UY,UZ,VA,VC,VE,VG,VI,VN,VU,WF,WS,YE,YT,ZA,ZM,ZW}
@attribute currentTime real
@attribute predictionTime real
@attribute exposureTime real
@attribute exposure {Arsenic,Asbestos,Asphalt fumes,Benzene,Beryllium,1-Bromopropane,13-Butadiene,Cadmium,Chromium,Diacetyl,Diesel exhaust,Ethylene oxide,Formaldehyde,Hexavalent chromium,Hydrogen sulfide,Isocyanates,Lead,Mercury,Metals toxic,Metalworking fluids,Methylene chloride,SilicaCrystalline,Solvents,Synthetic mineral fibers,Toluene}
@attribute gender {F,M}
@attribute mutationCount numeric
@data
GB,631152000000,1587340800000,0,Arsenic,F,33
SI,631152000000,1587340800000,0,Arsenic,M,31
TZ,631152000000,1587340800000,0,Arsenic,F,38
FI,631152000000,1587340800000,0,Arsenic,M,32
TZ,631152000000,1587340800000,0,Arsenic,F,38
VC,631152000000,1587340800000,0,Arsenic,F,32
ID,631152000000,1587340800000,0,Arsenic,M,45
SK,631152000000,1587340800000,0,Arsenic,M,36
BB,631152000000,1587340800000,0,Arsenic,M,39
EE,631152000000,1587340800000,0,Arsenic,F,35
EE,631152000000,1587340800000,0,Arsenic,F,35
MZ,631152000000,1587340800000,1,Arsenic,M,42
MU,631152000000,1587340800000,0,Arsenic,F,40
PH,631152000000,1587340800000,0,Arsenic,M,33
VG,631152000000,1587340800000,0,Arsenic,M,31
IQ,631152000000,1587340800000,0,Arsenic,M,34
VI,631152000000,1587340800000,0,Arsenic,M,31
MK,631152000000,1587340800000,0,Arsenic,F,36
RO,631152000000,1587340800000,1,Arsenic,M,34
ML,631152000000,1587340800000,0,Arsenic,M,33
TR,631152000000,1587340800000,0,Arsenic,M,35
SY,631152000000,1587340800000,0,Arsenic,M,30
NA,631152000000,1587340800000,0,Arsenic,F,25
KE,631152000000,1587340800000,0,Arsenic,M,27
BM,631152000000,1587340800000,0,Arsenic,M,35
AM,631152000000,1587340800000,0,Arsenic,F,40
GN,631152000000,1587340800000,0,Arsenic,F,41
HT,631152000000,1587340800000,0,Arsenic,F,39
KN,631152000000,1587340800000,0,Arsenic,F,43
LR,631152000000,1587340800000,0,Arsenic,F,26
UM,631152000000,1587340800000,0,Arsenic,F,33
LC,631152000000,1587340800000,0,Arsenic,F,36
CN,631152000000,1587340800000,0,Arsenic,M,39
PK,631152000000,1587340800000,0,Arsenic,M,42
GU,631152000000,1587340800000,0,Arsenic,F,32
US,631152000000,1587340800000,0,Arsenic,M,32
VC,631152000000,1587340800000,0,Arsenic,F,32
PA,631152000000,1587340800000,0,Arsenic,M,30
NE,631152000000,1587340800000,0,Arsenic,M,42
VC,631152000000,1587340800000,1,Arsenic,F,32
MA,631152000000,1587340800000,0,Arsenic,M,29
BD,631152000000,1587340800000,0,Arsenic,F,35
GF,631152000000,1587340800000,1,Arsenic,F,30
QA,631152000000,1587340800000,1,Arsenic,M,37
CK,631152000000,1587340800000,0,Arsenic,F,40
MM,631152000000,1587340800000,0,Arsenic,M,35
BR,631152000000,1587340800000,0,Arsenic,F,35
SK,631152000000,1587340800000,0,Arsenic,F,36
HK,631152000000,1587340800000,0,Arsenic,F,29
BL,631152000000,1587340800000,0,Arsenic,M,36
NG,631152000000,1587340800000,0,Arsenic,M,34
BW,631152000000,1587340800000,0,Arsenic,F,42
BH,631152000000,1587340800000,0,Arsenic,F,31
TR,631152000000,1587340800000,0,Arsenic,F,35
AU,631152000000,1587340800000,0,Arsenic,F,37
IL,631152000000,1587340800000,0,Arsenic,M,31
LB,631152000000,1587340800000,1,Arsenic,M,39
CA,631152000000,1587340800000,0,Arsenic,M,40
LK,631152000000,1587340800000,0,Arsenic,F,36
FK,631152000000,1587340800000,0,Arsenic,M,35
LI,631152000000,1587340800000,0,Arsenic,F,27
PS,631152000000,1587340800000,1,Arsenic,M,43
BF,631152000000,1587340800000,0,Arsenic,F,32
MC,631152000000,1587340800000,1,Arsenic,F,40
MA,631152000000,1587340800000,1,Arsenic,M,29
CY,631152000000,1587340800000,0,Arsenic,M,33
FI,631152000000,1587340800000,0,Arsenic,M,32
SG,631152000000,1587340800000,0,Arsenic,F,43
GP,631152000000,1587340800000,1,Arsenic,F,27
SL,631152000000,1587340800000,1,Arsenic,M,40
GT,631152000000,1587340800000,0,Arsenic,M,33
GR,631152000000,1587340800000,1,Arsenic,M,35
CA,631152000000,1587340800000,0,Arsenic,F,40
VG,631152000000,1587340800000,0,Arsenic,F,31
SX,631152000000,1587340800000,0,Arsenic,F,31
AQ,631152000000,1587340800000,1,Arsenic,M,31
GL,631152000000,1587340800000,1,Arsenic,M,41
SH,631152000000,1587340800000,0,Arsenic,M,36
SD,631152000000,1587340800000,0,Arsenic,M,37
CM,631152000000,1587340800000,0,Arsenic,F,29
HR,631152000000,1587340800000,0,Arsenic,F,31
IE,631152000000,1587340800000,0,Arsenic,F,32
TC,631152000000,1587340800000,0,Arsenic,M,32
MF,631152000000,1587340800000,0,Arsenic,F,39
KI,631152000000,1587340800000,0,Arsenic,F,39
GQ,631152000000,1587340800000,0,Arsenic,M,41
AX,631152000000,1587340800000,0,Arsenic,M,37
JO,631152000000,1587340800000,0,Arsenic,F,36
NF,631152000000,1587340800000,0,Arsenic,F,34
PY,631152000000,1587340800000,0,Arsenic,M,26
BT,631152000000,1587340800000,0,Arsenic,F,35
SM,631152000000,1587340800000,0,Arsenic,M,37
HK,631152000000,1587340800000,0,Arsenic,M,29
MR,631152000000,1587340800000,0,Arsenic,M,36
RW,631152000000,1587340800000,0,Arsenic,F,30
AD,631152000000,1587340800000,0,Arsenic,F,34
LR,631152000000,1587340800000,0,Arsenic,M,26
GN,631152000000,1587340800000,0,Arsenic,F,41
CK,631152000000,1587340800000,0,Arsenic,M,40
BA,631152000000,1587340800000,0,Arsenic,F,32
RE,631152000000,1587340800000,0,Arsenic,M,33
AX,631152000000,1587340800000,0,Arsenic,F,37
IE,631152000000,1587340800000,0,Arsenic,F,32
AW,631152000000,1587340800000,0,Arsenic,F,36
GN,631152000000,1587340800000,0,Arsenic,M,41
IS,631152000000,1587340800000,0,Arsenic,M,26
CZ,631152000000,1587340800000,0,Arsenic,F,41
LU,631152000000,1587340800000,0,Arsenic,F,35
AL,631152000000,1587340800000,0,Arsenic,F,29
AM,631152000000,1587340800000,0,Arsenic,F,40
TN,631152000000,1587340800000,0,Arsenic,F,28
IR,631152000000,1587340800000,0,Arsenic,F,34
LV,631152000000,1587340800000,0,Arsenic,F,27
KN,631152000000,1587340800000,0,Arsenic,M,43
WS,631152000000,1587340800000,0,Arsenic,F,39
CN,631152000000,1587340800000,0,Arsenic,F,39
PF,631152000000,1587340800000,0,Arsenic,F,36
MW,631152000000,1587340800000,0,Arsenic,F,24
TD,631152000000,1587340800000,0,Arsenic,M,30
PY,631152000000,1587340800000,1,Arsenic,M,26
HM,631152000000,1587340800000,0,Arsenic,M,36
LS,631152000000,1587340800000,0,Arsenic,F,30
ME,631152000000,1587340800000,0,Arsenic,M,28
PN,631152000000,1587340800000,0,Arsenic,F,36
ZA,631152000000,1587340800000,0,Arsenic,M,33
MP,631152000000,1587340800000,1,Arsenic,F,37
VE,631152000000,1587340800000,0,Arsenic,M,35
NZ,631152000000,1587340800000,0,Arsenic,F,38
KN,631152000000,1587340800000,0,Arsenic,F,43
VC,631152000000,1587340800000,0,Arsenic,F,32
CV,631152000000,1587340800000,1,Arsenic,F,35
EG,631152000000,1587340800000,0,Arsenic,F,32
DZ,631152000000,1587340800000,0,Arsenic,F,36
AS,631152000000,1587340800000,0,Arsenic,M,41
VU,631152000000,1587340800000,0,Arsenic,F,40
CN,631152000000,1587340800000,0,Arsenic,M,39
DO,631152000000,1587340800000,0,Arsenic,F,32
ES,631152000000,1587340800000,0,Arsenic,F,36
CH,631152000000,1587340800000,1,Arsenic,M,27
BD,631152000000,1587340800000,0,Arsenic,F,35
AZ,631152000000,1587340800000,0,Arsenic,M,31
LS,631152000000,1587340800000,0,Arsenic,F,30
LK,631152000000,1587340800000,0,Arsenic,M,36
PH,631152000000,1587340800000,0,Arsenic,M,33
IR,631152000000,1587340800000,0,Arsenic,M,34
TH,631152000000,1587340800000,0,Arsenic,F,26
SG,631152000000,1587340800000,0,Arsenic,F,43
GA,631152000000,1587340800000,0,Arsenic,M,39
GY,631152000000,1587340800000,0,Arsenic,M,40
LV,631152000000,1587340800000,0,Arsenic,F,27
AS,631152000000,1587340800000,1,Arsenic,F,41
AD,631152000000,1587340800000,0,Arsenic,F,34
CA,631152000000,1587340800000,1,Arsenic,F,40
DJ,631152000000,1587340800000,0,Arsenic,M,30
GY,631152000000,1587340800000,0,Arsenic,M,40
MS,631152000000,1587340800000,0,Arsenic,F,33
NZ,631152000000,1587340800000,0,Arsenic,M,38
PN,631152000000,1587340800000,0,Arsenic,M,36
BN,631152000000,1587340800000,1,Arsenic,M,41
CW,631152000000,1587340800000,1,Arsenic,F,35
MC,631152000000,1587340800000,0,Arsenic,F,40
MK,631152000000,1587340800000,0,Arsenic,M,36
BE,631152000000,1587340800000,0,Arsenic,M,35
CZ,631152000000,1587340800000,0,Arsenic,F,41
GH,631152000000,1587340800000,1,Arsenic,F,40
IN,631152000000,1587340800000,0,Arsenic,M,39
MD,631152000000,1587340800000,0,Arsenic,F,29
VE,631152000000,1587340800000,0,Arsenic,M,35
CC,631152000000,1587340800000,0,Arsenic,M,28
GN,631152000000,1587340800000,0,Arsenic,F,41
LA,631152000000,1587340800000,0,Arsenic,M,42
GP,631152000000,1587340800000,1,Arsenic,M,27
LY,631152000000,1587340800000,1,Arsenic,F,46
KG,631152000000,1587340800000,1,Arsenic,F,40
GI,631152000000,1587340800000,1,Arsenic,M,32
TD,631152000000,1587340800000,0,Arsenic,F,30
CO,631152000000,1587340800000,0,Arsenic,F,33
PS,631152000000,1587340800000,0,Arsenic,M,43
MU,631152000000,1587340800000,0,Arsenic,F,40
WF,631152000000,1587340800000,0,Arsenic,M,31
PM,631152000000,1587340800000,1,Arsenic,F,24
DK,631152000000,1587340800000,0,Arsenic,F,36
CA,631152000000,1587340800000,0,Arsenic,F,40
ME,631152000000,1587340800000,0,Arsenic,F,28
KN,631152000000,1587340800000,0,Arsenic,M,43
GY,631152000000,1587340800000,0,Arsenic,M,40
OM,631152000000,1587340800000,0,Arsenic,M,36
MX,631152000000,1587340800000,0,Arsenic,F,32
ER,631152000000,1587340800000,0,Arsenic,F,44
GR,631152000000,1587340800000,0,Arsenic,M,35
BZ,631152000000,1587340800000,1,Arsenic,M,28
MU,631152000000,1587340800000,1,Arsenic,M,40
SA,631152000000,1587340800000,0,Arsenic,M,27
AL,631152000000,1587340800000,1,Arsenic,F,29
GF,631152000000,1587340800000,0,Arsenic,M,30
MD,631152000000,1587340800000,0,Arsenic,F,29
HK,631152000000,1587340800000,0,Arsenic,M,29
CI,631152000000,1587340800000,0,Arsenic,F,44
TH,631152000000,1587340800000,0,Arsenic,M,26
HM,631152000000,1587340800000,0,Arsenic,F,36
FR,631152000000,1587340800000,0,Arsenic,F,36
GY,631152000000,1587340800000,0,Arsenic,M,40
GQ,631152000000,1587340800000,0,Arsenic,M,41
TL,631152000000,1587340800000,1,Arsenic,M,24
JP,631152000000,1587340800000,0,Arsenic,F,20
YE,631152000000,1587340800000,0,Arsenic,F,36
MN,631152000000,1587340800000,0,Arsenic,M,37
NE,631152000000,1587340800000,0,Arsenic,F,42
VU,631152000000,1587340800000,1,Arsenic,F,40
MS,631152000000,1587340800000,0,Arsenic,M,33
IR,631152000000,1587340800000,0,Arsenic,F,34
OM,631152000000,1587340800000,0,Arsenic,F,36
BM,631152000000,1587340800000,0,Arsenic,M,35
MQ,631152000000,1587340800000,0,Arsenic,F,42
SR,631152000000,1587340800000,0,Arsenic,F,30
TR,631152000000,1587340800000,1,Arsenic,F,35
BN,631152000000,1587340800000,0,Arsenic,M,41
GQ,631152000000,1587340800000,0,Arsenic,M,41
MN,631152000000,1587340800000,0,Arsenic,M,37
TT,631152000000,1587340800000,0,Arsenic,F,34
TN,631152000000,1587340800000,0,Arsenic,F,28
SO,631152000000,1587340800000,0,Arsenic,F,32
IL,631152000000,1587340800000,0,Arsenic,F,31
AQ,631152000000,1587340800000,0,Arsenic,M,31
BJ,631152000000,1587340800000,0,Arsenic,F,45
BL,631152000000,1587340800000,0,Arsenic,F,36
OM,631152000000,1587340800000,0,Arsenic,F,36
LV,631152000000,1587340800000,0,Arsenic,M,27
RU,631152000000,1587340800000,0,Arsenic,M,28
TN,631152000000,1587340800000,1,Arsenic,F,28
IE,631152000000,1587340800000,0,Arsenic,M,32
CX,631152000000,1587340800000,0,Arsenic,M,23
HU,631152000000,1587340800000,0,Arsenic,F,33
KE,631152000000,1587340800000,0,Arsenic,F,27
MY,631152000000,1587340800000,0,Arsenic,M,37
HU,631152000000,1587340800000,0,Arsenic,F,33
GG,631152000000,1587340800000,0,Arsenic,M,29
SJ,631152000000,1587340800000,0,Arsenic,M,28
SO,631152000000,1587340800000,0,Arsenic,M,32
MZ,631152000000,1587340800000,0,Arsenic,F,42
AT,631152000000,1587340800000,0,Arsenic,M,42
TR,631152000000,1587340800000,0,Arsenic,M,35
SH,631152000000,1587340800000,0,Arsenic,F,36
LB,631152000000,1587340800000,0,Arsenic,F,39
TZ,631152000000,1587340800000,0,Arsenic,F,38
MF,631152000000,1587340800000,0,Arsenic,F,39
LV,631152000000,1587340800000,0,Arsenic,F,27
MR,631152000000,1587340800000,0,Arsenic,F,36
BJ,631152000000,1587340800000,1,Arsenic,F,45
TF,631152000000,1587340800000,0,Arsenic,M,31
MA,631152000000,1587340800000,0,Arsenic,F,29
AS,631152000000,1587340800000,0,Arsenic,F,41
SX,631152000000,1587340800000,0,Arsenic,F,31
SM,631152000000,1587340800000,0,Arsenic,F,37
KY,631152000000,1587340800000,1,Arsenic,M,44
KY,631152000000,1587340800000,0,Arsenic,M,44
HN,631152000000,1587340800000,0,Arsenic,F,33
CW,631152000000,1587340800000,0,Arsenic,F,35
KH,631152000000,1587340800000,1,Arsenic,F,37
VG,631152000000,1587340800000,1,Arsenic,M,31
CA,631152000000,1587340800000,0,Arsenic,M,40
FO,631152000000,1587340800000,0,Arsenic,F,31
MU,631152000000,1587340800000,0,Arsenic,M,40
GL,631152000000,1587340800000,1,Arsenic,M,41
AZ,631152000000,1587340800000,0,Arsenic,F,31
CF,631152000000,1587340800000,0,Arsenic,M,26
MF,631152000000,1587340800000,0,Arsenic,M,39
TD,631152000000,1587340800000,0,Arsenic,M,30
NE,631152000000,1587340800000,0,Arsenic,F,42
MC,631152000000,1587340800000,0,Arsenic,M,40
NU,631152000000,1587340800000,0,Arsenic,F,27
RW,631152000000,1587340800000,0,Arsenic,F,30
CV,631152000000,1587340800000,0,Arsenic,F,35
HN,631152000000,1587340800000,0,Arsenic,M,33
MN,631152000000,1587340800000,0,Arsenic,M,37
MS,631152000000,1587340800000,0,Arsenic,M,33
AX,631152000000,1587340800000,0,Arsenic,F,37
ME,631152000000,1587340800000,0,Arsenic,M,28
PR,631152000000,1587340800000,0,Arsenic,M,37
IT,631152000000,1587340800000,0,Arsenic,F,34
CK,631152000000,1587340800000,0,Arsenic,F,40
AT,631152000000,1587340800000,0,Arsenic,F,42
FJ,631152000000,1587340800000,0,Arsenic,F,41
SG,631152000000,1587340800000,0,Arsenic,M,43
GF,631152000000,1587340800000,1,Arsenic,M,30
BI,631152000000,1587340800000,0,Arsenic,M,40
GS,631152000000,1587340800000,0,Arsenic,M,43
PA,631152000000,1587340800000,0,Arsenic,M,30
NF,631152000000,1587340800000,0,Arsenic,F,34
VI,631152000000,1587340800000,0,Arsenic,F,31
TK,631152000000,1587340800000,0,Arsenic,M,33
CL,631152000000,1587340800000,0,Arsenic,M,34
AM,631152000000,1587340800000,0,Arsenic,M,40
RS,631152000000,1587340800000,0,Arsenic,F,40
BE,631152000000,1587340800000,0,Arsenic,M,35
SR,631152000000,1587340800000,0,Arsenic,F,30
GP,631152000000,1587340800000,0,Arsenic,F,27
TZ,631152000000,1587340800000,1,Arsenic,M,38
LV,631152000000,1587340800000,0,Arsenic,F,27
PL,631152000000,1587340800000,0,Arsenic,M,32
LB,631152000000,1587340800000,0,Arsenic,F,39
AO,631152000000,1587340800000,0,Arsenic,M,32
PS,631152000000,1587340800000,0,Arsenic,M,43
GR,631152000000,1587340800000,0,Arsenic,F,35
WS,631152000000,1587340800000,0,Arsenic,M,39
AQ,631152000000,1587340800000,0,Arsenic,M,31
GP,631152000000,1587340800000,0,Arsenic,F,27
GS,631152000000,1587340800000,0,Arsenic,M,43
ID,631152000000,1587340800000,0,Arsenic,M,45
PF,631152000000,1587340800000,1,Arsenic,F,36
SZ,631152000000,1587340800000,0,Arsenic,M,40
EE,631152000000,1587340800000,0,Arsenic,F,35
BL,631152000000,1587340800000,0,Arsenic,F,36
LT,631152000000,1587340800000,0,Arsenic,M,26
TR,631152000000,1587340800000,0,Arsenic,F,35
CU,631152000000,1587340800000,0,Arsenic,F,40
PF,631152000000,1587340800000,0,Arsenic,M,36
CZ,631152000000,1587340800000,0,Arsenic,F,41
KH,631152000000,1587340800000,0,Arsenic,M,37
AR,631152000000,1587340800000,0,Arsenic,F,33
IN,631152000000,1587340800000,1,Arsenic,F,39
FJ,631152000000,1587340800000,1,Arsenic,M,41
OM,631152000000,1587340800000,1,Arsenic,M,36
GB,631152000000,1587340800000,0,Arsenic,F,33
BI,631152000000,1587340800000,0,Arsenic,M,40
CN,631152000000,1587340800000,1,Arsenic,M,39
FI,631152000000,1587340800000,0,Arsenic,M,32
NP,631152000000,1587340800000,1,Arsenic,M,38
DM,631152000000,1587340800000,0,Arsenic,M,28
TJ,631152000000,1587340800000,0,Arsenic,M,31
SJ,631152000000,1587340800000,0,Arsenic,F,28
NC,631152000000,1587340800000,1,Arsenic,M,33
CF,631152000000,1587340800000,0,Arsenic,F,26
ZM,631152000000,1587340800000,0,Arsenic,F,28
CZ,631152000000,1587340800000,0,Arsenic,F,41
PL,631152000000,1587340800000,0,Arsenic,F,32
GS,631152000000,1587340800000,0,Arsenic,F,43
KM,631152000000,1587340800000,0,Arsenic,M,38
FM,631152000000,1587340800000,1,Arsenic,F,37
NL,631152000000,1587340800000,0,Arsenic,M,45
LA,631152000000,1587340800000,0,Arsenic,F,42
CG,631152000000,1587340800000,1,Arsenic,M,37
SG,631152000000,1587340800000,0,Arsenic,M,43
AT,631152000000,1587340800000,0,Arsenic,F,42
SR,631152000000,1587340800000,0,Arsenic,M,30
WF,631152000000,1587340800000,0,Arsenic,M,31
TV,631152000000,1587340800000,0,Arsenic,F,36
MC,631152000000,1587340800000,0,Arsenic,F,40
BW,631152000000,1587340800000,0,Arsenic,M,42
FJ,631152000000,1587340800000,0,Arsenic,M,41
NF,631152000000,1587340800000,0,Arsenic,M,34
SM,631152000000,1587340800000,0,Arsenic,M,37
EE,631152000000,1587340800000,0,Arsenic,F,35
BE,631152000000,1587340800000,1,Arsenic,M,35
UZ,631152000000,1587340800000,0,Arsenic,M,37
UY,631152000000,1587340800000,0,Arsenic,M,39
CZ,631152000000,1587340800000,0,Arsenic,F,41
IM,631152000000,1587340800000,0,Arsenic,M,36
MM,631152000000,1587340800000,1,Arsenic,F,35
LA,631152000000,1587340800000,0,Arsenic,M,42
GD,631152000000,1587340800000,0,Arsenic,F,29
LY,631152000000,1587340800000,0,Arsenic,F,46
CF,631152000000,1587340800000,0,Arsenic,M,26
TD,631152000000,1587340800000,0,Arsenic,F,30
BG,631152000000,1587340800000,0,Arsenic,F,32
FK,631152000000,1587340800000,0,Arsenic,F,35
CK,631152000000,1587340800000,0,Arsenic,M,40
GW,631152000000,1587340800000,0,Arsenic,M,26
DK,631152000000,1587340800000,0,Arsenic,F,36
DZ,631152000000,1587340800000,1,Arsenic,F,36
KE,631152000000,1587340800000,0,Arsenic,F,27
PF,631152000000,1587340800000,1,Arsenic,M,36
AD,631152000000,1587340800000,0,Arsenic,M,34
MU,631152000000,1587340800000,1,Arsenic,F,40
JO,631152000000,1587340800000,1,Arsenic,M,36
HK,631152000000,1587340800000,0,Arsenic,M,29
TC,631152000000,1587340800000,1,Arsenic,F,32
BV,631152000000,1587340800000,0,Arsenic,F,32
AE,631152000000,1587340800000,0,Arsenic,M,39
EE,631152000000,1587340800000,0,Arsenic,F,35
NP,631152000000,1587340800000,0,Arsenic,F,38
GD,631152000000,1587340800000,1,Arsenic,M,29
VG,631152000000,1587340800000,0,Arsenic,M,31
SM,631152000000,1587340800000,0,Arsenic,M,37
FK,631152000000,1587340800000,1,Arsenic,F,35
HN,631152000000,1587340800000,1,Arsenic,F,33
FJ,631152000000,1587340800000,0,Arsenic,M,41
SM,631152000000,1587340800000,0,Arsenic,M,37
VU,631152000000,1587340800000,0,Arsenic,F,40
TN,631152000000,1587340800000,0,Arsenic,M,28
BF,631152000000,1587340800000,0,Arsenic,F,32
BN,631152000000,1587340800000,1,Arsenic,F,41
TG,631152000000,1587340800000,0,Arsenic,F,33
CI,631152000000,1587340800000,0,Arsenic,M,44
MP,631152000000,1587340800000,0,Arsenic,M,37
CO,631152000000,1587340800000,0,Arsenic,F,33
GF,631152000000,1587340800000,0,Arsenic,F,30
LS,631152000000,1587340800000,0,Arsenic,M,30
KW,631152000000,1587340800000,0,Arsenic,F,26
NO,631152000000,1587340800000,0,Arsenic,M,24
PH,631152000000,1587340800000,0,Arsenic,M,33
MO,631152000000,1587340800000,0,Arsenic,F,25
US,631152000000,1587340800000,0,Arsenic,M,32
MV,631152000000,1587340800000,0,Arsenic,F,29
KP,631152000000,1587340800000,0,Arsenic,F,31
NU,631152000000,1587340800000,0,Arsenic,F,27
NG,631152000000,1587340800000,0,Arsenic,M,34
IE,631152000000,1587340800000,0,Arsenic,F,32
ID,631152000000,1587340800000,0,Arsenic,F,45
EH,631152000000,1587340800000,0,Arsenic,M,30
UZ,631152000000,1587340800000,0,Arsenic,F,37
GL,631152000000,1587340800000,0,Arsenic,F,41
QA,631152000000,1587340800000,0,Arsenic,M,37
KW,631152000000,1587340800000,0,Arsenic,M,26
LU,631152000000,1587340800000,0,Arsenic,M,35
SG,631152000000,1587340800000,0,Arsenic,M,43
AX,631152000000,1587340800000,0,Arsenic,M,37
AX,631152000000,1587340800000,0,Arsenic,M,37
ML,631152000000,1587340800000,0,Arsenic,M,33
IL,631152000000,1587340800000,0,Arsenic,M,31
IE,631152000000,1587340800000,0,Arsenic,F,32
WF,631152000000,1587340800000,0,Arsenic,M,31
CL,631152000000,1587340800000,0,Arsenic,F,34
PH,631152000000,1587340800000,0,Arsenic,M,33
IS,631152000000,1587340800000,0,Arsenic,M,26
TR,631152000000,1587340800000,0,Arsenic,M,35
BM,631152000000,1587340800000,1,Arsenic,M,35
MR,631152000000,1587340800000,0,Arsenic,F,36
TC,631152000000,1587340800000,0,Arsenic,M,32
MO,631152000000,1587340800000,0,Arsenic,M,25
CM,631152000000,1587340800000,1,Arsenic,M,29
PS,631152000000,1587340800000,1,Arsenic,F,43
TH,631152000000,1587340800000,0,Arsenic,F,26
YT,631152000000,1587340800000,0,Arsenic,F,34
LT,631152000000,1587340800000,1,Arsenic,F,26
MS,631152000000,1587340800000,1,Arsenic,M,33
NC,631152000000,1587340800000,0,Arsenic,F,33
BY,631152000000,1587340800000,0,Arsenic,F,28
CY,631152000000,1587340800000,0,Arsenic,M,33
IS,631152000000,1587340800000,0,Arsenic,F,26
NU,631152000000,1587340800000,0,Arsenic,M,27
TT,631152000000,1587340800000,0,Arsenic,M,34
MU,631152000000,1587340800000,0,Arsenic,F,40
GS,631152000000,1587340800000,0,Arsenic,M,43
TJ,631152000000,1587340800000,0,Arsenic,M,31
DZ,631152000000,1587340800000,0,Arsenic,F,36
SB,631152000000,1587340800000,0,Arsenic,F,38
CI,631152000000,1587340800000,0,Arsenic,M,44
EC,631152000000,1587340800000,0,Arsenic,M,28
GU,631152000000,1587340800000,0,Arsenic,M,32
PT,631152000000,1587340800000,0,Arsenic,F,32
SS,631152000000,1587340800000,0,Arsenic,F,29
DZ,631152000000,1587340800000,0,Arsenic,M,36
FJ,631152000000,1587340800000,0,Arsenic,M,41
GY,631152000000,1587340800000,0,Arsenic,F,40
KY,631152000000,1587340800000,0,Arsenic,M,44
EG,631152000000,1587340800000,0,Arsenic,M,32
TG,631152000000,1587340800000,1,Arsenic,F,33
HT,631152000000,1587340800000,0,Arsenic,M,39
AF,631152000000,1587340800000,0,Arsenic,M,38
PF,631152000000,1587340800000,0,Arsenic,M,36
ML,631152000000,1587340800000,0,Arsenic,F,33
VE,631152000000,1587340800000,0,Arsenic,M,35
SI,631152000000,1587340800000,0,Arsenic,M,31
VN,631152000000,1587340800000,1,Arsenic,M,26
SJ,631152000000,1587340800000,0,Arsenic,F,28
TO,631152000000,1587340800000,0,Arsenic,F,37
PL,631152000000,1587340800000,0,Arsenic,M,32
KZ,631152000000,1587340800000,0,Arsenic,M,25
LS,631152000000,1587340800000,0,Arsenic,F,30
BG,631152000000,1587340800000,0,Arsenic,M,32
ES,631152000000,1587340800000,0,Arsenic,M,36
VU,631152000000,1587340800000,1,Arsenic,F,40
TC,631152000000,1587340800000,1,Arsenic,F,32
SV,631152000000,1587340800000,0,Arsenic,M,35
KG,631152000000,1587340800000,0,Arsenic,M,40
TL,631152000000,1587340800000,1,Arsenic,F,24
CL,631152000000,1587340800000,1,Arsenic,F,34
ZM,631152000000,1587340800000,0,Arsenic,M,28
BN,631152000000,1587340800000,0,Arsenic,F,41
PT,631152000000,1587340800000,0,Arsenic,M,32
MA,631152000000,1587340800000,0,Arsenic,M,29
CG,631152000000,1587340800000,0,Arsenic,F,37
GB,631152000000,1587340800000,0,Arsenic,M,33
FM,631152000000,1587340800000,0,Arsenic,F,37
PF,631152000000,1587340800000,0,Arsenic,M,36
DM,631152000000,1587340800000,0,Arsenic,F,28
CI,631152000000,1587340800000,0,Arsenic,F,44
LT,631152000000,1587340800000,0,Arsenic,M,26
ML,631152000000,1587340800000,0,Arsenic,F,33
TR,631152000000,1587340800000,0,Arsenic,F,35
TT,631152000000,1587340800000,1,Arsenic,M,34
ST,631152000000,1587340800000,0,Arsenic,F,38
VE,631152000000,1587340800000,0,Arsenic,F,35
VA,631152000000,1587340800000,0,Arsenic,F,23
KM,631152000000,1587340800000,0,Arsenic,M,38
